x,y,z,grades,litho,alter
5,7,12,5.543183099832205,3.0,4.0
5,7,13,5.7817086113497025,2.0,4.0
5,7,14,5.63071727576166,2.0,4.0
5,7,15,5.205792968660444,2.0,4.0
5,7,16,5.335390078363346,1.0,4.0
5,7,17,5.939456689491857,1.0,4.0
5,7,18,5.227398708826019,1.0,4.0
5,7,19,3.180551920345447,1.0,5.0
5,7,20,2.209235543512745,1.0,5.0
5,8,1,2.8942529040965153,3.0,4.0
5,8,2,2.4294311617936595,3.0,3.0
5,8,3,2.5900701636767423,3.0,3.0
5,8,4,3.0684853062720605,3.0,3.0
5,8,5,3.77407326396411,3.0,3.0
5,8,6,4.668580381851266,3.0,3.0
5,8,7,5.264375219354987,3.0,4.0
5,8,8,4.872370771388794,4.0,4.0
5,8,9,3.770433343356389,4.0,4.0
5,8,10,3.2783672456163306,4.0,4.0
5,8,11,3.9425467150966083,3.0,4.0
5,8,12,4.8990377085711065,3.0,4.0
5,8,13,5.31252793992698,2.0,4.0
5,8,14,5.140257316045466,2.0,4.0
5,8,15,5.002282035122651,2.0,4.0
5,8,16,5.649105670001241,1.0,4.0
5,8,17,6.351371720169251,1.0,4.0
5,8,18,5.27109925832379,1.0,4.0
5,8,19,2.8011381493440535,1.0,5.0
5,8,20,1.5178600109572167,1.0,5.0
5,9,1,3.1506694542028275,3.0,4.0
5,9,2,2.8980819754154226,3.0,3.0
5,9,3,2.875241411861823,3.0,3.0
5,9,4,3.005363317703062,3.0,3.0
5,9,5,3.4483828236940353,3.0,3.0
5,9,6,4.296234204939615,3.0,3.0
5,9,7,4.881076400644319,3.0,3.0
5,9,8,4.331814436909685,3.0,4.0
5,9,9,3.0296186238418565,4.0,4.0
5,9,10,2.4244809615100293,4.0,4.0
5,9,11,3.135080100004231,3.0,4.0
5,9,12,4.302283454651034,3.0,4.0
5,9,13,4.884537915132061,3.0,4.0
5,9,14,4.806948834652986,2.0,4.0
5,9,15,4.9346835477432025,2.0,4.0
5,9,16,5.855514632017203,2.0,4.0
5,9,17,6.538076751702324,1.0,4.0
5,9,18,5.4236163902680445,1.0,4.0
5,9,19,3.0089936851994112,1.0,4.0
5,9,20,1.4188111182016745,2.0,4.0
5,10,1,3.792361175057613,3.0,4.0
5,10,2,3.7891791698212436,3.0,3.0
5,10,3,3.5568865955428874,3.0,3.0
5,10,4,3.28325877048473,3.0,3.0
5,10,5,3.4125287948859406,3.0,3.0
5,10,6,4.212193830931391,3.0,3.0
5,10,7,4.834484412428219,3.0,3.0
5,10,8,4.185162426651224,3.0,4.0
5,10,9,2.7872008047365444,3.0,4.0
5,10,10,2.179937568965543,3.0,4.0
5,10,11,2.8518259330895783,3.0,4.0
5,10,12,4.004929004351777,3.0,4.0
5,10,13,4.702029095153478,3.0,4.0
5,10,14,4.760503507987623,2.0,4.0
5,10,15,4.926116627757138,2.0,3.0
5,10,16,5.717295399369686,2.0,3.0
5,10,17,6.262659847445557,2.0,3.0
5,10,18,5.408617846520555,1.0,3.0
5,10,19,3.445334176095887,1.0,3.0
5,10,20,1.7324103799055859,2.0,4.0
5,11,1,4.416209141868685,3.0,4.0
5,11,2,4.630331372141727,3.0,3.0
5,11,3,4.321277001856245,3.0,3.0
5,11,4,3.818096852223379,3.0,3.0
5,11,5,3.735183998214337,3.0,3.0
5,11,6,4.4333145487244074,2.0,3.0
5,11,7,4.949085332464069,2.0,3.0
5,11,8,4.16846838001892,3.0,4.0
5,11,9,2.8754408355261214,3.0,4.0
5,11,10,2.5095396511620267,3.0,5.0
5,11,11,3.1296516545718163,3.0,5.0
5,11,12,4.0709920735482505,3.0,4.0
5,11,13,4.78667608711949,3.0,4.0
5,11,14,4.889838232953402,2.0,4.0
5,11,15,4.779316902045945,2.0,3.0
5,11,16,5.135269842987758,2.0,3.0
5,11,17,5.538648974028106,2.0,2.0
5,11,18,5.122868859069161,1.0,2.0
5,11,19,3.860850015607295,2.0,2.0
5,11,20,2.405258105157317,2.0,3.0
5,12,1,4.701836965353829,3.0,4.0
5,12,2,5.096335872330249,3.0,3.0
5,12,3,4.860008188722925,3.0,3.0
5,12,4,4.313682997873856,3.0,3.0
5,12,5,4.098010201146762,2.0,3.0
5,12,6,4.564433861837458,2.0,3.0
5,12,7,4.790326750989701,2.0,3.0
5,12,8,3.928143739271519,2.0,4.0
5,12,9,3.027302544392718,3.0,4.0
5,12,10,3.147704782243088,3.0,5.0
5,12,11,3.731583510086438,3.0,5.0
5,12,12,4.339902449014472,3.0,5.0
5,12,13,4.9588439291485,3.0,5.0
5,12,14,4.9571060658212724,3.0,4.0
5,12,15,4.385838427694002,2.0,4.0
5,12,16,4.274217353765168,2.0,3.0
5,12,17,4.635007189925017,2.0,2.0
5,12,18,4.668578635742122,1.0,2.0
5,12,19,4.188507452346163,2.0,1.0
5,12,20,3.417353780259122,2.0,2.0
5,13,1,4.543004319925875,3.0,4.0
5,13,2,5.141062797970452,3.0,4.0
5,13,3,5.067666838903297,3.0,3.0
5,13,4,4.539273890201593,3.0,3.0
5,13,5,4.166392404345995,2.0,3.0
5,13,6,4.299819477595002,2.0,3.0
5,13,7,4.227060694145117,2.0,3.0
5,13,8,3.4640198000720748,2.0,4.0
5,13,9,3.125374092446725,3.0,4.0
5,13,10,3.7313454627371927,3.0,5.0
5,13,11,4.22149487432675,3.0,5.0
5,13,12,4.4753495038308975,3.0,5.0
5,13,13,4.967439583250927,3.0,5.0
5,13,14,4.851641516730383,3.0,5.0
5,13,15,3.9401069423872475,2.0,4.0
5,13,16,3.574375958601513,2.0,3.0
5,13,17,3.9489176077847548,2.0,2.0
5,13,18,4.217009870429577,1.0,1.0
5,13,19,4.372271224799877,1.0,1.0
5,13,20,4.515443020217948,2.0,1.0
5,14,1,3.9594287134609236,3.0,4.0
5,14,2,4.8256611229595885,3.0,4.0
5,14,3,5.0190975965041265,3.0,4.0
5,14,4,4.564733501159174,2.0,3.0
5,14,5,4.041553600348531,2.0,3.0
5,14,6,3.9042074151438046,2.0,3.0
5,14,7,3.7033862813848337,2.0,3.0
5,14,8,3.1449536525691757,2.0,4.0
5,14,9,3.176356454027048,3.0,4.0
5,14,10,3.924802417245195,3.0,5.0
5,14,11,4.193496758615154,3.0,6.0
5,14,12,4.185760875364248,3.0,6.0
5,14,13,4.6699730566536495,3.0,6.0
5,14,14,4.657328656914159,3.0,5.0
5,14,15,3.7884454674511248,2.0,4.0
5,14,16,3.4572494342587037,2.0,3.0
5,14,17,3.774508108833096,2.0,2.0
5,14,18,3.9073223049386696,1.0,2.0
5,14,19,4.338334483211278,1.0,1.0
5,14,20,5.286019393755483,1.0,1.0
5,15,1,3.0589528437591307,3.0,4.0
5,15,2,4.175581529618516,3.0,4.0
5,15,3,4.800056550494558,3.0,4.0
5,15,4,4.617311510132199,2.0,4.0
5,15,5,4.1215310542074235,2.0,3.0
5,15,6,3.943472052760173,2.0,3.0
5,15,7,3.7817397983991965,2.0,3.0
5,15,8,3.2784439107652164,2.0,4.0
5,15,9,3.207386844480082,3.0,4.0
5,15,10,3.683292494261332,3.0,5.0
5,15,11,3.683995429519598,4.0,6.0
5,15,12,3.571182685670179,4.0,6.0
5,15,13,4.183075214395048,3.0,6.0
5,15,14,4.505442841685825,3.0,5.0
5,15,15,4.029693331511412,3.0,4.0
5,15,16,3.9238906590710907,2.0,4.0
5,15,17,4.096958902299749,2.0,3.0
5,15,18,3.820145020907683,1.0,2.0
5,15,19,4.113021753087234,1.0,2.0
5,15,20,5.467211144988045,1.0,2.0
5,16,1,2.1326095202371116,3.0,4.0
5,16,2,3.290494810667443,3.0,4.0
5,16,3,4.4294465249437085,3.0,4.0
5,16,4,4.73435460985649,2.0,4.0
5,16,5,4.5126686230268795,2.0,4.0
5,16,6,4.5360645819730765,2.0,4.0
5,16,7,4.446951786609931,1.0,4.0
5,16,8,3.7369196296779132,2.0,4.0
5,16,9,3.263170976212293,3.0,4.0
5,16,10,3.4130653134976794,3.0,5.0
5,16,11,3.3045747618710717,4.0,5.0
5,16,12,3.1844781747707183,4.0,6.0
5,16,13,3.8545820666618162,4.0,5.0
5,16,14,4.446815654746593,4.0,5.0
5,16,15,4.382381669900103,3.0,4.0
5,16,16,4.529190792901944,2.0,4.0
5,16,17,4.628300810229939,2.0,4.0
5,16,18,3.9783424260702622,1.0,3.0
5,16,19,3.8447363244274286,1.0,3.0
5,16,20,5.076519485397507,1.0,3.0
5,17,1,1.6304842232725894,3.0,4.0
5,17,2,2.50013903884616,3.0,4.0
5,17,3,3.9643688136201374,3.0,4.0
5,17,4,4.700910670703376,2.0,4.0
5,17,5,4.814848105240353,2.0,4.0
5,17,6,5.124274872475924,1.0,4.0
5,17,7,5.058490733358269,1.0,4.0
5,17,8,4.0905244164920855,2.0,4.0
5,17,9,3.431896749642025,3.0,4.0
5,17,10,3.656426490691234,3.0,5.0
5,17,11,3.6940535821259766,4.0,5.0
5,17,12,3.521938823829867,4.0,5.0
5,17,13,3.968308924440752,4.0,5.0
5,17,14,4.457303329690057,4.0,4.0
5,17,15,4.497099909012804,3.0,4.0
5,17,16,4.815684556150312,3.0,4.0
5,17,17,5.073754853045078,2.0,4.0
5,17,18,4.349457332398094,2.0,4.0
5,17,19,3.694281339866339,1.0,4.0
5,17,20,4.321397168407265,0.0,3.0
5,18,1,1.8719245506752267,3.0,4.0
5,18,2,2.2465176862584713,3.0,4.0
5,18,3,3.608583920197519,3.0,4.0
5,18,4,4.378511283435849,2.0,4.0
5,18,5,4.613796902963202,2.0,5.0
5,18,6,5.110026091334245,1.0,5.0
5,18,7,5.055744025807734,1.0,5.0
5,18,8,4.08951408058575,2.0,4.0
5,18,9,3.7775947365878073,3.0,4.0
5,18,10,4.497410533634521,3.0,4.0
5,18,11,4.754638927713289,4.0,5.0
5,18,12,4.4110525491217425,5.0,4.0
5,18,13,4.431442706869737,5.0,4.0
5,18,14,4.494071842894443,5.0,4.0
5,18,15,4.31211375760657,4.0,4.0
5,18,16,4.702996280109897,3.0,4.0
5,18,17,5.319071781666017,2.0,5.0
5,18,18,4.830620406111496,2.0,5.0
5,18,19,3.7487017369906157,1.0,4.0
5,18,20,3.5418506395794442,0.0,4.0
5,19,1,2.7580625525262947,3.0,3.0
5,19,2,2.740785310568982,3.0,3.0
5,19,3,3.6229476648217247,3.0,4.0
5,19,4,3.9794865066718774,2.0,4.0
5,19,5,4.037217352433028,2.0,5.0
5,19,6,4.549109117426921,2.0,5.0
5,19,7,4.5592915850641385,2.0,5.0
5,19,8,3.9173261428647463,2.0,5.0
5,19,9,4.235055649993516,3.0,4.0
5,19,10,5.378675002006928,4.0,4.0
5,19,11,5.619230517249497,4.0,4.0
5,19,12,5.0885360333498495,5.0,4.0
5,19,13,4.84407957216285,5.0,4.0
5,19,14,4.532642394050987,5.0,4.0
5,19,15,4.04722352785237,4.0,4.0
5,19,16,4.416980330827591,4.0,4.0
5,19,17,5.356505292616532,3.0,5.0
5,19,18,5.235275675507916,2.0,5.0
5,19,19,4.0121696528872715,1.0,5.0
5,19,20,3.1632377469749398,1.0,4.0
5,20,1,3.82750244572469,3.0,2.0
5,20,2,3.753752951088246,3.0,3.0
5,20,3,4.0857506324182475,3.0,3.0
5,20,4,3.894794033521627,2.0,4.0
5,20,5,3.647228175634708,2.0,5.0
5,20,6,4.050147789348465,2.0,5.0
5,20,7,4.170450228294437,2.0,5.0
5,20,8,3.940014618567326,2.0,4.0
5,20,9,4.621464468190208,3.0,4.0
5,20,10,5.61699601561842,4.0,4.0
5,20,11,5.501854837320166,4.0,4.0
5,20,12,4.972736295496474,5.0,4.0
5,20,13,4.913944730104924,5.0,4.0
5,20,14,4.576533751302352,5.0,4.0
5,20,15,3.9172504425213375,5.0,4.0
5,20,16,4.154627406917768,4.0,4.0
5,20,17,5.158545595450111,3.0,5.0
5,20,18,5.368394379178898,2.0,5.0
5,20,19,4.412937870112966,2.0,5.0
5,20,20,3.4576114613043165,1.0,4.0
6,1,1,4.164278585455649,4.0,5.0
6,1,2,3.4898061630867994,5.0,5.0
6,1,3,3.0854735167816068,5.0,5.0
6,1,4,3.485381315718922,5.0,5.0
6,1,5,3.9021106841372615,5.0,5.0
6,1,6,3.7245954883397583,5.0,5.0
6,1,7,3.571911961067402,5.0,5.0
6,1,8,3.91821670921122,4.0,4.0
6,1,9,4.192699009369798,4.0,4.0
6,1,10,3.869508485713952,4.0,3.0
6,1,11,3.401568763625161,4.0,3.0
6,1,12,3.5760543731574437,3.0,2.0
6,1,13,4.360784349913664,3.0,2.0
6,1,14,4.839992247081692,2.0,2.0
6,1,15,4.4074396909752,2.0,2.0
6,1,16,3.591635282071794,1.0,2.0
6,1,17,3.3748807793873183,1.0,3.0
6,1,18,4.124149444761714,1.0,3.0
6,1,19,5.339105940497166,1.0,3.0
6,1,20,6.029340195670909,1.0,3.0
6,2,1,3.980931225035364,4.0,5.0
6,2,2,3.185298789536829,5.0,5.0
6,2,3,2.3923913600458087,5.0,5.0
6,2,4,2.8038772713004243,5.0,5.0
6,2,5,3.709629194570678,5.0,5.0
6,2,6,3.86767365564457,5.0,5.0
6,2,7,3.698483143211735,5.0,5.0
6,2,8,3.8714346583127113,5.0,4.0
6,2,9,3.9467585214345884,4.0,4.0
6,2,10,3.6962750285208132,4.0,3.0
6,2,11,3.70198245051479,3.0,3.0
6,2,12,4.27945761477832,3.0,2.0
6,2,13,5.021444122347859,2.0,2.0
6,2,14,5.265416953708176,2.0,2.0
6,2,15,4.793902632670079,1.0,2.0
6,2,16,4.138507409290035,1.0,2.0
6,2,17,3.9267325333144405,1.0,3.0
6,2,18,4.337300408914314,1.0,3.0
6,2,19,5.147819132259612,1.0,4.0
6,2,20,5.568176898875208,1.0,4.0
6,3,1,4.27117016549438,4.0,5.0
6,3,2,3.4844594254469032,5.0,5.0
6,3,3,2.505696047556361,5.0,5.0
6,3,4,2.824092887754499,5.0,5.0
6,3,5,3.902517429924743,5.0,4.0
6,3,6,4.351355470979878,5.0,4.0
6,3,7,4.368520700945487,5.0,4.0
6,3,8,4.39817708495798,5.0,4.0
6,3,9,4.0838729433632475,4.0,4.0
6,3,10,3.746705718846386,4.0,3.0
6,3,11,4.1092569971332855,3.0,3.0
6,3,12,4.917069188617638,3.0,2.0
6,3,13,5.550452035286323,2.0,2.0
6,3,14,5.71936855038264,2.0,2.0
6,3,15,5.348351053067286,1.0,2.0
6,3,16,4.840244448910083,1.0,2.0
6,3,17,4.69954784908769,1.0,3.0
6,3,18,4.907202690831033,1.0,3.0
6,3,19,5.234841678792426,1.0,4.0
6,3,20,5.214487374410395,1.0,4.0
6,4,1,4.756208976720502,4.0,4.0
6,4,2,4.105939429177208,4.0,5.0
6,4,3,3.2204188581333253,5.0,5.0
6,4,4,3.346777131243403,5.0,4.0
6,4,5,4.245173935265596,5.0,4.0
6,4,6,4.928538742309363,5.0,4.0
6,4,7,5.3586617205533384,4.0,4.0
6,4,8,5.404844577828811,4.0,4.0
6,4,9,4.729050406244936,4.0,4.0
6,4,10,4.2118941342188885,4.0,3.0
6,4,11,4.656555144167186,3.0,3.0
6,4,12,5.395533416837528,3.0,2.0
6,4,13,5.8324870829217375,2.0,2.0
6,4,14,5.96846296662579,1.0,2.0
6,4,15,5.641236677969943,1.0,2.0
6,4,16,5.189791794486513,1.0,3.0
6,4,17,5.204811036402814,0.0,3.0
6,4,18,5.364821745775395,0.0,4.0
6,4,19,5.245928512469457,1.0,4.0
6,4,20,4.884238143615929,1.0,5.0
6,5,1,4.953669900661147,4.0,4.0
6,5,2,4.419977741853532,4.0,4.0
6,5,3,3.830967500780602,4.0,4.0
6,5,4,3.8164992974514385,4.0,4.0
6,5,5,4.46176801824095,4.0,4.0
6,5,6,5.421981978556412,4.0,4.0
6,5,7,6.358127797714602,4.0,4.0
6,5,8,6.486803056130292,4.0,4.0
6,5,9,5.548481985927452,4.0,4.0
6,5,10,4.847039372088524,4.0,4.0
6,5,11,5.163278782177794,3.0,3.0
6,5,12,5.643503356068901,3.0,3.0
6,5,13,5.8276204909314275,2.0,3.0
6,5,14,5.841425848153646,1.0,3.0
6,5,15,5.444714907819012,1.0,3.0
6,5,16,5.083166141293555,1.0,3.0
6,5,17,5.3688582894550265,1.0,3.0
6,5,18,5.481083011111789,1.0,4.0
6,5,19,4.854238106517822,1.0,5.0
6,5,20,4.275331890879633,1.0,5.0
6,6,1,4.588482134404927,3.0,4.0
6,6,2,4.043965921951438,4.0,4.0
6,6,3,3.799801832133989,4.0,4.0
6,6,4,3.806300646479439,4.0,4.0
6,6,5,4.366930539174193,4.0,3.0
6,6,6,5.6413514853388405,4.0,3.0
6,6,7,6.940199667244012,4.0,4.0
6,6,8,7.032478144481922,4.0,4.0
6,6,9,5.901959675057697,4.0,4.0
6,6,10,5.120053336567849,4.0,4.0
6,6,11,5.35204070507738,3.0,4.0
6,6,12,5.663476546365284,3.0,4.0
6,6,13,5.624754128598329,2.0,4.0
6,6,14,5.374644007950044,1.0,4.0
6,6,15,4.864527120609306,1.0,4.0
6,6,16,4.773690151632627,1.0,4.0
6,6,17,5.416584698657974,1.0,4.0
6,6,18,5.349195346007449,1.0,4.0
6,6,19,4.118438902700794,1.0,5.0
6,6,20,3.379949962800797,1.0,5.0
6,7,1,3.8260859837192767,3.0,4.0
6,7,2,3.229881353415376,3.0,4.0
6,7,3,3.249430820244291,4.0,4.0
6,7,4,3.3519052106043685,4.0,3.0
6,7,5,3.9152517337658863,4.0,3.0
6,7,6,5.349253886454737,3.0,3.0
6,7,7,6.699980568552105,4.0,4.0
6,7,8,6.5914749276981635,4.0,4.0
6,7,9,5.354509507019477,4.0,4.0
6,7,10,4.710855929573333,4.0,4.0
6,7,11,5.154021652059894,3.0,4.0
6,7,12,5.601602276243272,3.0,4.0
6,7,13,5.431249340584948,2.0,4.0
6,7,14,4.8131646146845934,2.0,4.0
6,7,15,4.227155124210794,1.0,4.0
6,7,16,4.570524250056925,1.0,4.0
6,7,17,5.542617656893848,1.0,4.0
6,7,18,5.187482739601555,1.0,5.0
6,7,19,3.413789410619808,1.0,5.0
6,7,20,2.5374902464293427,2.0,5.0
6,8,1,3.1210888534126355,3.0,4.0
6,8,2,2.6463775251423223,3.0,3.0
6,8,3,2.8075537704212685,3.0,3.0
6,8,4,2.8853339217918457,3.0,3.0
6,8,5,3.2734902702614086,3.0,3.0
6,8,6,4.528682198298729,3.0,3.0
6,8,7,5.654488547766539,3.0,3.0
6,8,8,5.306527892463421,4.0,4.0
6,8,9,4.088771723793468,4.0,4.0
6,8,10,3.8042658831077905,4.0,4.0
6,8,11,4.76106140151967,3.0,4.0
6,8,12,5.605329857159524,3.0,5.0
6,8,13,5.394988090311325,2.0,5.0
6,8,14,4.435749764941975,2.0,5.0
6,8,15,3.8641803698396386,2.0,5.0
6,8,16,4.637692537148215,2.0,5.0
6,8,17,5.776432479904727,1.0,5.0
6,8,18,5.149242541316618,1.0,5.0
6,8,19,3.080121496424524,2.0,5.0
6,8,20,2.0523920128899515,2.0,5.0
6,9,1,2.8518486781458203,3.0,4.0
6,9,2,2.7611961595981116,3.0,3.0
6,9,3,2.9643980867077158,3.0,3.0
6,9,4,2.8268265528261867,3.0,3.0
6,9,5,2.7926582881097737,3.0,3.0
6,9,6,3.60442472452712,3.0,3.0
6,9,7,4.422454543752659,3.0,3.0
6,9,8,3.916287640849924,3.0,4.0
6,9,9,2.786029991690209,3.0,4.0
6,9,10,2.897721221433656,3.0,4.0
6,9,11,4.394588399016339,3.0,4.0
6,9,12,5.632626769517944,3.0,5.0
6,9,13,5.4513602065019535,2.0,5.0
6,9,14,4.3514032831885086,2.0,5.0
6,9,15,3.9054077796047686,2.0,5.0
6,9,16,4.935144284780083,2.0,4.0
6,9,17,6.0292794176373175,2.0,4.0
6,9,18,5.258533174498215,2.0,4.0
6,9,19,3.1915525198771113,2.0,5.0
6,9,20,1.9686582463492517,2.0,5.0
6,10,1,3.1078405177918125,3.0,3.0
6,10,2,3.4730247876048628,3.0,3.0
6,10,3,3.6220090630464883,3.0,2.0
6,10,4,3.2028575535318966,3.0,2.0
6,10,5,2.741343832272474,3.0,2.0
6,10,6,3.139027385906697,3.0,3.0
6,10,7,3.7415017622708215,3.0,3.0
6,10,8,3.1537965224938214,3.0,4.0
6,10,9,2.0639394741981545,3.0,4.0
6,10,10,2.3997914517624785,3.0,4.0
6,10,11,4.15789841959273,3.0,5.0
6,10,12,5.5434054856984005,3.0,5.0
6,10,13,5.44469977338232,3.0,5.0
6,10,14,4.474287098737297,2.0,4.0
6,10,15,4.195397165823603,2.0,4.0
6,10,16,5.2166019611615155,2.0,4.0
6,10,17,6.116987535339293,2.0,4.0
6,10,18,5.386878541113906,2.0,4.0
6,10,19,3.5785439123660163,2.0,4.0
6,10,20,2.208916108507083,2.0,4.0
6,11,1,3.742028392014853,3.0,3.0
6,11,2,4.332231400279692,3.0,3.0
6,11,3,4.292225191019749,3.0,3.0
6,11,4,3.6672163535620346,2.0,2.0
6,11,5,3.0277178695641744,2.0,2.0
6,11,6,3.242121072645292,2.0,3.0
6,11,7,3.7402394028419184,2.0,3.0
6,11,8,3.1026618419871945,3.0,4.0
6,11,9,2.021215369715148,3.0,4.0
6,11,10,2.4106661242597145,3.0,4.0
6,11,11,4.0951748378706085,3.0,5.0
6,11,12,5.350142527230042,3.0,5.0
6,11,13,5.3644967271326855,3.0,5.0
6,11,14,4.6666104072925005,3.0,4.0
6,11,15,4.427189309158281,2.0,4.0
6,11,16,5.158205186129856,2.0,3.0
6,11,17,5.805995646630445,2.0,3.0
6,11,18,5.28457918627849,2.0,3.0
6,11,19,3.966032663055427,2.0,3.0
6,11,20,2.7337456394174766,2.0,3.0
6,12,1,4.476159344080117,3.0,3.0
6,12,2,4.982953095674742,3.0,3.0
6,12,3,4.637199203554223,3.0,3.0
6,12,4,3.8886217832065078,2.0,3.0
6,12,5,3.288397485467888,2.0,2.0
6,12,6,3.460190950999286,2.0,3.0
6,12,7,3.865857681560102,2.0,3.0
6,12,8,3.244056453571581,3.0,3.0
6,12,9,2.308012207876666,3.0,4.0
6,12,10,2.756403421476516,3.0,4.0
6,12,11,4.198186710286208,3.0,5.0
6,12,12,5.1825761685922425,3.0,5.0
6,12,13,5.304218558423267,3.0,5.0
6,12,14,4.828170914047647,3.0,4.0
6,12,15,4.407575715981635,2.0,4.0
6,12,16,4.6542820721714335,2.0,3.0
6,12,17,5.0315945262996,2.0,2.0
6,12,18,4.774257162654308,2.0,2.0
6,12,19,4.128681569495718,2.0,2.0
6,12,20,3.4871470525176607,2.0,3.0
6,13,1,4.93537497596926,3.0,4.0
6,13,2,5.294425048447977,3.0,3.0
6,13,3,4.696878746203792,2.0,3.0
6,13,4,3.8620482084156573,2.0,3.0
6,13,5,3.2969016232941675,2.0,3.0
6,13,6,3.3533372497777902,2.0,3.0
6,13,7,3.611560358940779,2.0,3.0
6,13,8,3.134453388826783,2.0,3.0
6,13,9,2.5553681976939497,3.0,4.0
6,13,10,3.126316535607985,3.0,4.0
6,13,11,4.279675932561258,3.0,5.0
6,13,12,4.978383166930572,3.0,5.0
6,13,13,5.1844443330185275,3.0,5.0
6,13,14,4.8518098158233975,3.0,4.0
6,13,15,4.207934310811944,2.0,4.0
6,13,16,4.012707420359532,2.0,3.0
6,13,17,4.111829836575263,2.0,2.0
6,13,18,3.992348143411292,2.0,2.0
6,13,19,4.027493212097468,2.0,2.0
6,13,20,4.303727612152658,2.0,2.0
6,14,1,4.770060128206712,3.0,4.0
6,14,2,5.197886551811524,3.0,4.0
6,14,3,4.64587179609692,2.0,4.0
6,14,4,3.8261869985170827,2.0,3.0
6,14,5,3.206632125388458,2.0,3.0
6,14,6,3.0402927100424706,2.0,3.0
6,14,7,3.136754236435581,2.0,3.0
6,14,8,2.8732795570617764,2.0,3.0
6,14,9,2.6575786779115522,3.0,4.0
6,14,10,3.2391562919533805,3.0,4.0
6,14,11,4.031873119040603,3.0,5.0
6,14,12,4.457747281201983,3.0,5.0
6,14,13,4.7426840465543965,3.0,5.0
6,14,14,4.628941900967275,3.0,5.0
6,14,15,4.060473873569146,3.0,4.0
6,14,16,3.7464946740917475,2.0,3.0
6,14,17,3.602755713208633,2.0,2.0
6,14,18,3.369694333274039,2.0,2.0
6,14,19,3.8297711812477315,2.0,2.0
6,14,20,4.96272135599839,2.0,2.0
6,15,1,3.9373912473936614,3.0,4.0
6,15,2,4.6460177301025105,3.0,4.0
6,15,3,4.5314587044857,2.0,4.0
6,15,4,3.9587888215980653,2.0,4.0
6,15,5,3.337529203694336,2.0,4.0
6,15,6,3.023886049461058,2.0,4.0
6,15,7,3.013737741425799,2.0,3.0
6,15,8,2.8354135774930063,2.0,4.0
6,15,9,2.6956856476989985,3.0,4.0
6,15,10,3.04181869902344,3.0,5.0
6,15,11,3.410498831374752,3.0,5.0
6,15,12,3.5818458979545826,4.0,5.0
6,15,13,3.9415299828173067,3.0,5.0
6,15,14,4.196678807007044,3.0,5.0
6,15,15,4.118069673089839,3.0,4.0
6,15,16,4.095330113237809,2.0,3.0
6,15,17,3.833214846221081,2.0,3.0
6,15,18,3.295190834706103,2.0,2.0
6,15,19,3.7583309323469907,1.0,2.0
6,15,20,5.303489611264323,1.0,2.0
6,16,1,2.8544941669959654,3.0,4.0
6,16,2,3.7990010776609777,3.0,5.0
6,16,3,4.333685228890432,2.0,5.0
6,16,4,4.218616092325579,2.0,4.0
6,16,5,3.775452450031489,2.0,4.0
6,16,6,3.5473853166129503,2.0,4.0
6,16,7,3.486714169519349,2.0,4.0
6,16,8,3.1281465519715206,2.0,4.0
6,16,9,2.7645567589015085,3.0,4.0
6,16,10,2.8232929926038706,3.0,5.0
6,16,11,2.889263675879139,4.0,5.0
6,16,12,2.8651520140577627,4.0,5.0
6,16,13,3.2250232294072765,4.0,5.0
6,16,14,3.7967045714466603,3.0,4.0
6,16,15,4.304188856370575,3.0,4.0
6,16,16,4.772865827133773,3.0,3.0
6,16,17,4.605593705842277,2.0,3.0
6,16,18,3.804398455351459,2.0,3.0
6,16,19,3.9100241311677535,1.0,3.0
6,16,20,5.276569340858995,1.0,3.0
6,17,1,2.1414174428479082,3.0,4.0
6,17,2,3.084053801614881,3.0,4.0
6,17,3,4.1403107017402645,3.0,5.0
6,17,4,4.429061509064856,2.0,5.0
6,17,5,4.239826328601245,2.0,5.0
6,17,6,4.281812241238822,2.0,5.0
6,17,7,4.1950630053193185,2.0,4.0
6,17,8,3.509894241964649,2.0,4.0
6,17,9,2.9601502792200503,3.0,4.0
6,17,10,3.039544277367222,3.0,5.0
6,17,11,3.0912832423878083,4.0,5.0
6,17,12,2.9406688689313496,4.0,5.0
6,17,13,3.1331640512085244,4.0,5.0
6,17,14,3.6606505820258177,4.0,4.0
6,17,15,4.375184443352537,4.0,4.0
6,17,16,5.218266243326192,3.0,3.0
6,17,17,5.385110992374263,2.0,3.0
6,17,18,4.59480615109465,2.0,4.0
6,17,19,4.220750236185821,1.0,4.0
6,17,20,4.958607855160778,1.0,3.0
6,18,1,2.14678516810781,3.0,4.0
6,18,2,2.9152858703318065,3.0,4.0
6,18,3,4.109511759710351,3.0,4.0
6,18,4,4.4343201999512685,2.0,5.0
6,18,5,4.335454008472747,2.0,5.0
6,18,6,4.661793521056714,2.0,5.0
6,18,7,4.6122963906027055,2.0,5.0
6,18,8,3.7689370430105686,2.0,4.0
6,18,9,3.401255633462678,3.0,4.0
6,18,10,3.8735391870245697,3.0,4.0
6,18,11,4.0660581617009415,4.0,5.0
6,18,12,3.7874304089730986,4.0,4.0
6,18,13,3.6773291592687247,5.0,4.0
6,18,14,3.7586262652284095,4.0,4.0
6,18,15,4.144610320140611,4.0,3.0
6,18,16,5.09216101808583,3.0,4.0
6,18,17,5.742883898492228,3.0,4.0
